MS4644B
!6/25/2026.6:32:13.PM
!CHANNEL.1
!TR.MEASUREMENT
!RF.CORRECTION: FULL.TWO.PORT.CAL.PORT.1.2
!AVERAGING.OFF
!IF.BANDWIDTH: 1KHZ
!NUMBER.OF.TRACES: 4
!TRACE:       ,TRACE.1           ,TRACE.2           ,TRACE.3           ,TRACE.4           
!PARAMETER:   ,S11               ,S12               ,S21               ,S22               
!PORT:        ,PORT1             ,PORT2             ,PORT1             ,PORT2             
!GRAPH:       ,LOGMAG.PHASE      ,LOGMAG.PHASE      ,LOGMAG.PHASE      ,LOGMAG.PHASE      
!SMOOTHING:   ,OFF               ,OFF               ,OFF               ,OFF               
!TIMEDOMAIN:  ,NOT.INSTALLED     ,NOT.INSTALLED     ,NOT.INSTALLED     ,NOT.INSTALLED     
!Reference Plane Port Info
!PORT:        ,PORT1             ,PORT2             
!DISTANCE:    ,0  m              ,0  m              
!TIME:        ,0  s              ,0  s              
!PHASE OFFSET:,0  deg.           ,0  deg.           
!LOSS:        ,0  dB             ,0  dB             
!REF.LOSS:    ,0  dB             ,0  dB             
!REF.FREQ:    ,0  Hz             ,0  Hz             
!Power Info
!POWER:       ,5  dBm            ,5  dBm            
!EFF.POWER:   ,5  dBm            ,5  dBm            
!SOURCE.ATTEN:,0  dB             ,0  dB             
!TEST.ATTEN:  ,0  dB             ,0  dB             
!SWEEPTYPE: FREQ.SWEEP(Linear)
!
!
!
!
!
!
!
!
!
!
!
!
PNT,FREQ1.GHZ,LOGMAG1,PHASE1.DEG,FREQ2.GHZ,LOGMAG2,PHASE2.DEG,FREQ3.GHZ,LOGMAG3,PHASE3.DEG,FREQ4.GHZ,LOGMAG4,PHASE4.DEG
289,30.400000000,-1.594347E+001,-124.2492000,30.400000000,-5.334402E+000,14.7399700,30.400000000,-5.534994E+000,14.2312300,30.400000000,-1.574803E+001,-115.5977000
290,30.450000000,-1.582785E+001,-131.8465000,30.450000000,-5.268219E+000,3.2020630,30.450000000,-5.479742E+000,4.3053530,30.450000000,-1.596524E+001,-123.6950000
291,30.500000000,-1.601173E+001,-136.3692000,30.500000000,-5.446697E+000,-8.2192160,30.500000000,-5.440798E+000,-6.8759300,30.500000000,-1.635463E+001,-129.2668000
292,30.550000000,-1.663023E+001,-142.4725000,30.550000000,-5.556945E+000,-18.0238900,30.550000000,-5.549041E+000,-17.2586900,30.550000000,-1.695023E+001,-134.9377000
293,30.600000000,-1.764710E+001,-145.0546000,30.600000000,-5.525769E+000,-28.1478300,30.600000000,-5.369216E+000,-27.7837700,30.600000000,-1.747827E+001,-142.4065000
294,30.650000000,-1.978489E+001,-147.1118000,30.650000000,-5.504415E+000,-38.4824900,30.650000000,-5.415918E+000,-39.0729800,30.650000000,-1.860754E+001,-146.0943000
295,30.700000000,-2.237590E+001,-156.6803000,30.700000000,-5.382336E+000,-49.1306500,30.700000000,-5.425252E+000,-49.3657200,30.700000000,-1.910990E+001,-148.8735000
296,30.750000000,-2.350520E+001,-160.6136000,30.750000000,-5.357184E+000,-60.3605100,30.750000000,-5.386553E+000,-60.3608200,30.750000000,-2.026023E+001,-147.4667000
297,30.800000000,-2.522632E+001,-160.9259000,30.800000000,-5.355465E+000,-71.3877000,30.800000000,-5.445776E+000,-71.1621200,30.800000000,-2.171709E+001,-145.2411000
298,30.850000000,-2.753835E+001,-146.6845000,30.850000000,-5.381288E+000,-82.3101600,30.850000000,-5.448453E+000,-81.7731200,30.850000000,-2.182078E+001,-138.1579000
299,30.900000000,-2.531284E+001,-133.5605000,30.900000000,-5.407152E+000,-93.2371000,30.900000000,-5.424211E+000,-93.0659600,30.900000000,-2.110188E+001,-138.4497000
300,30.950000000,-2.246890E+001,-113.0341000,30.950000000,-5.468941E+000,-104.1787000,30.950000000,-5.481556E+000,-103.4325000,30.950000000,-2.107194E+001,-130.8239000
301,31.000000000,-2.145788E+001,-104.1583000,31.000000000,-5.549531E+000,-114.8139000,31.000000000,-5.474205E+000,-114.0784000,31.000000000,-2.011744E+001,-126.1609000
302,31.050000000,-2.096128E+001,-102.2052000,31.050000000,-5.612367E+000,-124.9070000,31.050000000,-5.505373E+000,-124.9278000,31.050000000,-1.944322E+001,-132.4071000
303,31.100000000,-1.981344E+001,-106.0412000,31.100000000,-5.575339E+000,-134.9632000,31.100000000,-5.457326E+000,-135.6841000,31.100000000,-1.837706E+001,-137.9355000
304,31.150000000,-1.998900E+001,-109.8081000,31.150000000,-5.494060E+000,-145.5461000,31.150000000,-5.590080E+000,-146.1580000,31.150000000,-1.813290E+001,-136.7295000
305,31.200000000,-1.994968E+001,-121.2622000,31.200000000,-5.410292E+000,-156.6007000,31.200000000,-5.544965E+000,-156.5769000,31.200000000,-1.767636E+001,-144.2975000
306,31.250000000,-1.944280E+001,-132.4694000,31.250000000,-5.379398E+000,-167.9766000,31.250000000,-5.472307E+000,-167.7583000,31.250000000,-1.764909E+001,-155.0869000
307,31.300000000,-1.878486E+001,-137.3514000,31.300000000,-5.472245E+000,-179.3317000,31.300000000,-5.520553E+000,-178.2176000,31.300000000,-1.788588E+001,-157.9700000
308,31.350000000,-1.918213E+001,-142.7497000,31.350000000,-5.602877E+000,170.1310000,31.350000000,-5.554351E+000,170.9732000,31.350000000,-1.825978E+001,-160.5899000
309,31.400000000,-1.947644E+001,-145.5474000,31.400000000,-5.593512E+000,159.9507000,31.400000000,-5.536283E+000,160.2339000,31.400000000,-1.877019E+001,-167.9769000
310,31.450000000,-2.080249E+001,-144.9173000,31.450000000,-5.621719E+000,149.3944000,31.450000000,-5.488013E+000,149.3887000,31.450000000,-1.982361E+001,-174.6459000
311,31.500000000,-2.334208E+001,-147.5282000,31.500000000,-5.568868E+000,139.2841000,31.500000000,-5.523713E+000,138.5575000,31.500000000,-2.093370E+001,-175.1663000
312,31.550000000,-2.542595E+001,-153.1684000,31.550000000,-5.482984E+000,128.0088000,31.550000000,-5.513317E+000,127.8149000,31.550000000,-2.212262E+001,-175.6111000
313,31.600000000,-2.668908E+001,-151.9577000,31.600000000,-5.523419E+000,116.9464000,31.600000000,-5.549445E+000,116.8891000,31.600000000,-2.326295E+001,-171.1422000
314,31.650000000,-2.731531E+001,-138.4792000,31.650000000,-5.525717E+000,106.1893000,31.650000000,-5.605264E+000,106.4652000,31.650000000,-2.383371E+001,-154.5910000
315,31.700000000,-2.560334E+001,-131.5508000,31.700000000,-5.538116E+000,95.0839100,31.700000000,-5.541836E+000,95.4438900,31.700000000,-2.293710E+001,-149.0568000
316,31.750000000,-2.360010E+001,-121.5832000,31.750000000,-5.607211E+000,84.0778400,31.750000000,-5.610526E+000,84.4266900,31.750000000,-2.285451E+001,-147.5422000
317,31.800000000,-2.149130E+001,-111.4675000,31.800000000,-5.666314E+000,73.6010500,31.800000000,-5.615345E+000,74.2151900,31.800000000,-2.105610E+001,-143.6695000
318,31.850000000,-2.032255E+001,-110.1882000,31.850000000,-5.733475E+000,62.9602700,31.850000000,-5.577459E+000,62.8186500,31.850000000,-1.962267E+001,-145.0531000
319,31.900000000,-1.977769E+001,-113.2014000,31.900000000,-5.765186E+000,52.8937400,31.900000000,-5.681319E+000,52.4069800,31.900000000,-1.932975E+001,-147.1574000
320,31.950000000,-1.920283E+001,-113.6161000,31.950000000,-5.707731E+000,42.8066100,31.950000000,-5.654068E+000,42.0408700,31.950000000,-1.832335E+001,-152.0834000
321,32.000000000,-1.939211E+001,-120.5365000,32.000000000,-5.573700E+000,31.7130600,32.000000000,-5.670831E+000,30.6282500,32.000000000,-1.743686E+001,-159.5170000
